scientific_name,class,order,family,family_common,wikipedia_url,inaturalist_url
Sylvietta philippae,Aves,Passeriformes,Macrosphenidae,,https://en.wikipedia.org/wiki/Sylvietta_philippae,https://www.inaturalist.org/taxa/15245
Sylvietta rufescens,Aves,Passeriformes,Macrosphenidae,,https://en.wikipedia.org/wiki/Sylvietta_rufescens,https://www.inaturalist.org/taxa/15254
Sylvietta ruficapilla,Aves,Passeriformes,Macrosphenidae,,https://en.wikipedia.org/wiki/Sylvietta_ruficapilla,https://www.inaturalist.org/taxa/15248
Sylvietta virens,Aves,Passeriformes,Macrosphenidae,,https://en.wikipedia.org/wiki/Sylvietta_virens,https://www.inaturalist.org/taxa/15249
Sylvietta whytii,Aves,Passeriformes,Macrosphenidae,,https://en.wikipedia.org/wiki/Sylvietta_whytii,https://www.inaturalist.org/taxa/15253
Sylvilagus floridanus,Mammalia,Lagomorpha,Leporidae,,https://en.wikipedia.org/wiki/Sylvilagus_floridanus,https://www.inaturalist.org/taxa/43111
Sylviorthorhynchus desmursii,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Sylviorthorhynchus_desmursii,https://www.inaturalist.org/taxa/11772
Sylviorthorhynchus yanacensis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Sylviorthorhynchus_yanacensis,https://www.inaturalist.org/taxa/979958
Sylviparus modestus,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Sylviparus_modestus,https://www.inaturalist.org/taxa/13680
Sylvirana guentheri,Amphibia,Anura,Ranidae,,https://en.wikipedia.org/wiki/Sylvirana_guentheri,https://www.inaturalist.org/taxa/476245
Sylvirana malayana,Amphibia,Anura,Ranidae,,https://en.wikipedia.org/wiki/Sylvirana_malayana,https://www.inaturalist.org/taxa/717641
Sylvirana mortenseni,Amphibia,Anura,Ranidae,,https://en.wikipedia.org/wiki/Sylvirana_mortenseni,https://www.inaturalist.org/taxa/476304
Sylvirana nigrovittata,Amphibia,Anura,Ranidae,,https://en.wikipedia.org/wiki/Sylvirana_nigrovittata,https://www.inaturalist.org/taxa/476407
Syma megarhyncha,,,,,https://en.wikipedia.org/wiki/Syma_megarhyncha,https://www.inaturalist.org/taxa/2695
Syma torotoro,,,,,https://en.wikipedia.org/wiki/Syma_torotoro,https://www.inaturalist.org/taxa/2690
Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,,https://en.wikipedia.org/wiki/Symphalangus_syndactylus,https://www.inaturalist.org/taxa/75115
Symposiachrus axillaris,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_axillaris,https://www.inaturalist.org/taxa/144745
Symposiachrus barbatus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_barbatus,https://www.inaturalist.org/taxa/144752
Symposiachrus bimaculatus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_bimaculatus,https://www.inaturalist.org/taxa/1585475
Symposiachrus boanensis,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_boanensis,https://www.inaturalist.org/taxa/201157
Symposiachrus brehmii,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_brehmii,https://www.inaturalist.org/taxa/201162
Symposiachrus browni,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_browni,https://www.inaturalist.org/taxa/144751
Symposiachrus everetti,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_everetti,https://www.inaturalist.org/taxa/201159
Symposiachrus guttula,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_guttula,https://www.inaturalist.org/taxa/144746
Symposiachrus infelix,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_infelix,https://www.inaturalist.org/taxa/144749
Symposiachrus julianae,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_julianae,https://www.inaturalist.org/taxa/201161
Symposiachrus leucurus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_leucurus,https://www.inaturalist.org/taxa/201158
Symposiachrus loricatus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_loricatus,https://www.inaturalist.org/taxa/201160
Symposiachrus malaitae,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_malaitae,https://www.inaturalist.org/taxa/1578888
Symposiachrus manadensis,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_manadensis,https://www.inaturalist.org/taxa/144748
Symposiachrus melanopterus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_melanopterus,https://www.inaturalist.org/taxa/1585476
Symposiachrus menckei,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_menckei,https://www.inaturalist.org/taxa/201163
Symposiachrus mundus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_mundus,https://www.inaturalist.org/taxa/201164
Symposiachrus nigrotectus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_nigrotectus,https://www.inaturalist.org/taxa/1585031
Symposiachrus rubiensis,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_rubiensis,https://www.inaturalist.org/taxa/201155
Symposiachrus sacerdotum,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_sacerdotum,https://www.inaturalist.org/taxa/201156
Symposiachrus trivirgatus,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_trivirgatus,https://www.inaturalist.org/taxa/144747
Symposiachrus verticalis,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_verticalis,https://www.inaturalist.org/taxa/144750
Symposiachrus vidua,Aves,Passeriformes,Monarchidae,,https://en.wikipedia.org/wiki/Symposiachrus_vidua,https://www.inaturalist.org/taxa/201165
Synallaxis albescens,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_albescens,https://www.inaturalist.org/taxa/10999
Synallaxis albigularis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_albigularis,https://www.inaturalist.org/taxa/10957
Synallaxis albilora,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_albilora,https://www.inaturalist.org/taxa/10992
Synallaxis azarae,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_azarae,https://www.inaturalist.org/taxa/10948
Synallaxis beverlyae,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_beverlyae,https://www.inaturalist.org/taxa/73468
Synallaxis brachyura,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_brachyura,https://www.inaturalist.org/taxa/10969
Synallaxis cabanisi,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_cabanisi,https://www.inaturalist.org/taxa/10976
Synallaxis candei,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_candei,https://www.inaturalist.org/taxa/10927
Synallaxis castanea,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_castanea,https://www.inaturalist.org/taxa/10920
Synallaxis cherriei,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_cherriei,https://www.inaturalist.org/taxa/10980
Synallaxis chinchipensis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_chinchipensis,https://www.inaturalist.org/taxa/1286926
Synallaxis cinerascens,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_cinerascens,https://www.inaturalist.org/taxa/10974
Synallaxis cinerea,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_cinerea,https://www.inaturalist.org/taxa/558506
Synallaxis cinnamomea,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_cinnamomea,https://www.inaturalist.org/taxa/10961
Synallaxis courseni,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_courseni,https://www.inaturalist.org/taxa/10979
Synallaxis erythrothorax,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_erythrothorax,https://www.inaturalist.org/taxa/10944
Synallaxis frontalis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_frontalis,https://www.inaturalist.org/taxa/10996
Synallaxis fuscorufa,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_fuscorufa,https://www.inaturalist.org/taxa/10931
Synallaxis gujanensis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_gujanensis,https://www.inaturalist.org/taxa/10932
Synallaxis hellmayri,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_hellmayri,https://www.inaturalist.org/taxa/339661
Synallaxis hypochondriaca,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_hypochondriaca,https://www.inaturalist.org/taxa/339662
Synallaxis hypospodia,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_hypospodia,https://www.inaturalist.org/taxa/10921
Synallaxis infuscata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_infuscata,https://www.inaturalist.org/taxa/10990
Synallaxis kollari,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_kollari,https://www.inaturalist.org/taxa/10991
Synallaxis macconnelli,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_macconnelli,https://www.inaturalist.org/taxa/11021
Synallaxis maranonica,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_maranonica,https://www.inaturalist.org/taxa/11024
Synallaxis moesta,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_moesta,https://www.inaturalist.org/taxa/10916
Synallaxis ruficapilla,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_ruficapilla,https://www.inaturalist.org/taxa/10943
Synallaxis rutilans,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_rutilans,https://www.inaturalist.org/taxa/11013
Synallaxis scutata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_scutata,https://www.inaturalist.org/taxa/10939
Synallaxis simoni,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_simoni,https://www.inaturalist.org/taxa/1507601
Synallaxis spixi,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_spixi,https://www.inaturalist.org/taxa/10915
Synallaxis stictothorax,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_stictothorax,https://www.inaturalist.org/taxa/10923
Synallaxis subpudica,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_subpudica,https://www.inaturalist.org/taxa/10922
Synallaxis tithys,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_tithys,https://www.inaturalist.org/taxa/10960
Synallaxis unirufa,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_unirufa,https://www.inaturalist.org/taxa/10985
Synallaxis zimmeri,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Synallaxis_zimmeri,https://www.inaturalist.org/taxa/10984
Synapturanus mirandaribeiroi,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Synapturanus_mirandaribeiroi,https://www.inaturalist.org/taxa/24907
Synapturanus zombie,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Synapturanus_zombie,https://www.inaturalist.org/taxa/1250525
Syncerus caffer,Mammalia,Artiodactyla,Bovidae,,https://en.wikipedia.org/wiki/Syncerus_caffer,https://www.inaturalist.org/taxa/42405
Syndactyla dimidiata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_dimidiata,https://www.inaturalist.org/taxa/11469
Syndactyla guttulata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_guttulata,https://www.inaturalist.org/taxa/11455
Syndactyla roraimae,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_roraimae,https://www.inaturalist.org/taxa/73470
Syndactyla ruficollis,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_ruficollis,https://www.inaturalist.org/taxa/11478
Syndactyla rufosuperciliata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_rufosuperciliata,https://www.inaturalist.org/taxa/11472
Syndactyla striata,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_striata,https://www.inaturalist.org/taxa/558502
Syndactyla subalaris,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_subalaris,https://www.inaturalist.org/taxa/11458
Syndactyla ucayalae,Aves,Passeriformes,Furnariidae,,https://en.wikipedia.org/wiki/Syndactyla_ucayalae,https://www.inaturalist.org/taxa/339658
Syndelphax disonymus,Insecta,Hemiptera,Delphacidae,,https://en.wikipedia.org/wiki/Syndelphax_disonymus,https://www.inaturalist.org/taxa/449916
Synephippius obvius,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Synephippius_obvius,https://www.inaturalist.org/taxa/1320224
Synoicus adansonii,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Synoicus_adansonii,https://www.inaturalist.org/taxa/505883
Synoicus chinensis,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Synoicus_chinensis,https://www.inaturalist.org/taxa/505884
Synoicus monorthonyx,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Synoicus_monorthonyx,https://www.inaturalist.org/taxa/1289686
Synoicus ypsilophorus,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Synoicus_ypsilophorus,https://www.inaturalist.org/taxa/505881
Syntechna tarasca,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Syntechna_tarasca,https://www.inaturalist.org/taxa/256668
Synthliboramphus antiquus,Aves,Charadriiformes,Alcidae,,https://en.wikipedia.org/wiki/Synthliboramphus_antiquus,https://www.inaturalist.org/taxa/4561
Synthliboramphus craveri,Aves,Charadriiformes,Alcidae,,https://en.wikipedia.org/wiki/Synthliboramphus_craveri,https://www.inaturalist.org/taxa/4562
Synthliboramphus hypoleucus,Aves,Charadriiformes,Alcidae,,https://en.wikipedia.org/wiki/Synthliboramphus_hypoleucus,https://www.inaturalist.org/taxa/4559
Synthliboramphus scrippsi,Aves,Charadriiformes,Alcidae,,https://en.wikipedia.org/wiki/Synthliboramphus_scrippsi,https://www.inaturalist.org/taxa/199915
Synthliboramphus wumizusume,Aves,Charadriiformes,Alcidae,,https://en.wikipedia.org/wiki/Synthliboramphus_wumizusume,https://www.inaturalist.org/taxa/4560
Sypheotides indicus,Aves,Otidiformes,Otididae,,https://en.wikipedia.org/wiki/Sypheotides_indicus,https://www.inaturalist.org/taxa/130
Syrbula admirabilis,Insecta,Orthoptera,Acrididae,,https://en.wikipedia.org/wiki/Syrbula_admirabilis,https://www.inaturalist.org/taxa/129263
Syrigma sibilatrix,Aves,Pelecaniformes,Ardeidae,,https://en.wikipedia.org/wiki/Syrigma_sibilatrix,https://www.inaturalist.org/taxa/5056
Syrmaticus ellioti,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Syrmaticus_ellioti,https://www.inaturalist.org/taxa/1165
Syrmaticus humiae,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Syrmaticus_humiae,https://www.inaturalist.org/taxa/1155
Syrmaticus mikado,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Syrmaticus_mikado,https://www.inaturalist.org/taxa/1158
Syrmaticus reevesii,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Syrmaticus_reevesii,https://www.inaturalist.org/taxa/1154
Syrmaticus soemmerringii,Aves,Galliformes,Phasianidae,,https://en.wikipedia.org/wiki/Syrmaticus_soemmerringii,https://www.inaturalist.org/taxa/1159
Syrphus opinator,Insecta,Diptera,Syrphidae,,https://en.wikipedia.org/wiki/Syrphus_opinator,https://www.inaturalist.org/taxa/322368
Syrrhaptes paradoxus,Aves,Pteroclidiformes,Pteroclididae,,https://en.wikipedia.org/wiki/Syrrhaptes_paradoxus,https://www.inaturalist.org/taxa/117119
Syrrhaptes tibetanus,Aves,Pteroclidiformes,Pteroclididae,,https://en.wikipedia.org/wiki/Syrrhaptes_tibetanus,https://www.inaturalist.org/taxa/117120
Syrtidicola fluviatilis,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Syrtidicola_fluviatilis,https://www.inaturalist.org/taxa/1289531
Systellura decussata,Aves,Caprimulgiformes,Caprimulgidae,,https://en.wikipedia.org/wiki/Systellura_decussata,https://www.inaturalist.org/taxa/558469
Systellura longirostris,Aves,Caprimulgiformes,Caprimulgidae,,https://en.wikipedia.org/wiki/Systellura_longirostris,https://www.inaturalist.org/taxa/339620
Taccocua leschenaultii,Aves,Cuculiformes,Cuculidae,,https://en.wikipedia.org/wiki/Taccocua_leschenaultii,https://www.inaturalist.org/taxa/513662
Tachornis furcata,Aves,Apodiformes,Apodidae,,https://en.wikipedia.org/wiki/Tachornis_furcata,https://www.inaturalist.org/taxa/6870
Tachornis phoenicobia,Aves,Apodiformes,Apodidae,,https://en.wikipedia.org/wiki/Tachornis_phoenicobia,https://www.inaturalist.org/taxa/6864
Tachornis squamata,Aves,Apodiformes,Apodidae,,https://en.wikipedia.org/wiki/Tachornis_squamata,https://www.inaturalist.org/taxa/6867
Tachuris rubrigastra,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Tachuris_rubrigastra,https://www.inaturalist.org/taxa/17174
Tachybaptus dominicus,Aves,Podicipediformes,Podicipedidae,,https://en.wikipedia.org/wiki/Tachybaptus_dominicus,https://www.inaturalist.org/taxa/4239
Tachybaptus novaehollandiae,Aves,Podicipediformes,Podicipedidae,,https://en.wikipedia.org/wiki/Tachybaptus_novaehollandiae,https://www.inaturalist.org/taxa/4243
Tachybaptus pelzelnii,Aves,Podicipediformes,Podicipedidae,,https://en.wikipedia.org/wiki/Tachybaptus_pelzelnii,https://www.inaturalist.org/taxa/4238
Tachybaptus ruficollis,Aves,Podicipediformes,Podicipedidae,,https://en.wikipedia.org/wiki/Tachybaptus_ruficollis,https://www.inaturalist.org/taxa/4237
Tachybaptus rufolavatus,Aves,Podicipediformes,Podicipedidae,,https://en.wikipedia.org/wiki/Tachybaptus_rufolavatus,https://www.inaturalist.org/taxa/4244
Tachycineta albilinea,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_albilinea,https://www.inaturalist.org/taxa/11930
Tachycineta albiventer,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_albiventer,https://www.inaturalist.org/taxa/11937
Tachycineta bicolor,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_bicolor,https://www.inaturalist.org/taxa/11935
Tachycineta cyaneoviridis,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_cyaneoviridis,https://www.inaturalist.org/taxa/11927
Tachycineta euchrysea,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_euchrysea,https://www.inaturalist.org/taxa/11926
Tachycineta leucopyga,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_leucopyga,https://www.inaturalist.org/taxa/558526
Tachycineta leucorrhoa,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_leucorrhoa,https://www.inaturalist.org/taxa/11936
Tachycineta stolzmanni,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_stolzmanni,https://www.inaturalist.org/taxa/11928
Tachycineta thalassina,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Tachycineta_thalassina,https://www.inaturalist.org/taxa/11931
Tachycnemis seychellensis,Amphibia,Anura,Hyperoliidae,,https://en.wikipedia.org/wiki/Tachycnemis_seychellensis,https://www.inaturalist.org/taxa/23539
Tachyeres brachypterus,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tachyeres_brachypterus,https://www.inaturalist.org/taxa/7132
Tachyeres leucocephalus,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tachyeres_leucocephalus,https://www.inaturalist.org/taxa/7134
Tachyeres patachonicus,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tachyeres_patachonicus,https://www.inaturalist.org/taxa/7133
Tachyeres pteneres,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tachyeres_pteneres,https://www.inaturalist.org/taxa/7135
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,,https://en.wikipedia.org/wiki/Tachyglossus_aculeatus,https://www.inaturalist.org/taxa/43239
Tachymarptis aequatorialis,Aves,Apodiformes,Apodidae,,https://en.wikipedia.org/wiki/Tachymarptis_aequatorialis,https://www.inaturalist.org/taxa/72514
Tachymarptis melba,Aves,Apodiformes,Apodidae,,https://en.wikipedia.org/wiki/Tachymarptis_melba,https://www.inaturalist.org/taxa/72516
Tachyphonus coronatus,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Tachyphonus_coronatus,https://www.inaturalist.org/taxa/10079
Tachyphonus delatrii,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Tachyphonus_delatrii,https://www.inaturalist.org/taxa/10074
Tachyphonus phoenicius,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Tachyphonus_phoenicius,https://www.inaturalist.org/taxa/10073
Tachyphonus rufus,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Tachyphonus_rufus,https://www.inaturalist.org/taxa/10080
Tachyphonus surinamus,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Tachyphonus_surinamus,https://www.inaturalist.org/taxa/10076
Tachyspiza albogularis,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_albogularis,https://www.inaturalist.org/taxa/1581936
Tachyspiza badia,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_badia,https://www.inaturalist.org/taxa/1583224
Tachyspiza brachyura,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_brachyura,https://www.inaturalist.org/taxa/1582868
Tachyspiza brevipes,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_brevipes,https://www.inaturalist.org/taxa/1581937
Tachyspiza butleri,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_butleri,https://www.inaturalist.org/taxa/1581938
Tachyspiza cirrocephala,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_cirrocephala,https://www.inaturalist.org/taxa/1582863
Tachyspiza erythrauchen,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_erythrauchen,https://www.inaturalist.org/taxa/1581894
Tachyspiza erythropus,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_erythropus,https://www.inaturalist.org/taxa/1581891
Tachyspiza fasciata,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_fasciata,https://www.inaturalist.org/taxa/1583256
Tachyspiza francesiae,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_francesiae,https://www.inaturalist.org/taxa/1581939
Tachyspiza gularis,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_gularis,https://www.inaturalist.org/taxa/1582884
Tachyspiza haplochroa,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_haplochroa,https://www.inaturalist.org/taxa/1583029
Tachyspiza henicogramma,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_henicogramma,https://www.inaturalist.org/taxa/1583027
Tachyspiza hiogaster,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_hiogaster,https://www.inaturalist.org/taxa/1583233
Tachyspiza imitator,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_imitator,https://www.inaturalist.org/taxa/1582891
Tachyspiza luteoschistacea,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_luteoschistacea,https://www.inaturalist.org/taxa/1583028
Tachyspiza melanochlamys,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_melanochlamys,https://www.inaturalist.org/taxa/1583023
Tachyspiza minulla,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_minulla,https://www.inaturalist.org/taxa/1582755
Tachyspiza nanus,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_nanus,https://www.inaturalist.org/taxa/1582756
Tachyspiza novaehollandiae,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_novaehollandiae,https://www.inaturalist.org/taxa/1583020
Tachyspiza poliocephala,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_poliocephala,https://www.inaturalist.org/taxa/1583019
Tachyspiza princeps,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_princeps,https://www.inaturalist.org/taxa/1581884
Tachyspiza rhodogaster,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_rhodogaster,https://www.inaturalist.org/taxa/1582869
Tachyspiza rufitorques,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_rufitorques,https://www.inaturalist.org/taxa/1583026
Tachyspiza soloensis,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_soloensis,https://www.inaturalist.org/taxa/1582890
Tachyspiza trinotata,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_trinotata,https://www.inaturalist.org/taxa/1583017
Tachyspiza virgata,Aves,,,,https://en.wikipedia.org/wiki/Tachyspiza_virgata,https://www.inaturalist.org/taxa/1582842
Tacua speciosa,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Tacua_speciosa,https://www.inaturalist.org/taxa/460591
Tadorna cana,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_cana,https://www.inaturalist.org/taxa/7071
Tadorna cristata,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_cristata,https://www.inaturalist.org/taxa/7069
Tadorna ferruginea,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_ferruginea,https://www.inaturalist.org/taxa/7068
Tadorna tadorna,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_tadorna,https://www.inaturalist.org/taxa/7067
Tadorna tadornoides,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_tadornoides,https://www.inaturalist.org/taxa/7070
Tadorna variegata,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Tadorna_variegata,https://www.inaturalist.org/taxa/7072
Taenioptynx brodiei,Aves,Strigiformes,Strigidae,,https://en.wikipedia.org/wiki/Taenioptynx_brodiei,https://www.inaturalist.org/taxa/1286804
Taenioptynx sylvaticus,Aves,Strigiformes,Strigidae,,https://en.wikipedia.org/wiki/Taenioptynx_sylvaticus,https://www.inaturalist.org/taxa/1286807
