scientific_name,locale,common_name
Phylidonyris novaehollandiae,cy,Melysor adeinfelyn
Phylidonyris pyrrhopterus,cy,Crescent Honeyeater
Phyllaemulor bracteatus,cy,Rufous Potoo
Phyllastrephus albigula,cy,Usambara Greenbul
Phyllastrephus albigularis,cy,Bwlbwl gyddfwyn
Phyllastrephus baumanni,cy,Bwlbwl Baumann
Phyllastrephus cabanisi,cy,Bwlbwl Cabanis
Phyllastrephus cerviniventris,cy,Bwlbwl gwyrdd
Phyllastrephus debilis,cy,Bwlbwl bychan
Phyllastrephus fischeri,cy,Bwlbwl Fischer
Phyllastrephus flavostriatus,cy,Bwlbwl melynresog
Phyllastrephus fulviventris,cy,Bwlbwl gwyrdd golau
Phyllastrephus hypochloris,cy,Bwlbwl gwyrdd Toro
Phyllastrephus icterinus,cy,Bwlbwl melynllwyd
Phyllastrephus lorenzi,cy,Bwlbwl gwyrdd Sassi
Phyllastrephus poensis,cy,Bwlbwl y Camerŵn
Phyllastrephus poliocephalus,cy,Bwlbwl penllwyd Affrica
Phyllastrephus scandens,cy,Leaf-love
Phyllastrephus strepitans,cy,Bwlbwl y Gogledd
Phyllastrephus terrestris,cy,Bwlbwl daear
Phyllastrephus viridiceps,cy,Angola Greenbul
Phyllastrephus xavieri,cy,Bwlbwl Xavier
Phyllergates cucullatus,cy,Teiliwr mynydd
Phyllergates heterolaemus,cy,Rufous-headed Tailorbird
Phyllolais pulchella,cy,Telor torllwyd
Phyllomedusa distincta,cy,Sao Paulo Leaf Frog
Phyllomyias burmeisteri,cy,Rough-legged Tyrannulet
Phyllomyias cinereiceps,cy,Teyrn bach penllwyd y Gogledd
Phyllomyias fasciatus,cy,Teyrn bach planalto
Phyllomyias griseiceps,cy,Teyrn bach pendywyll
Phyllomyias griseocapilla,cy,Teyrn bach penllwyd y De
Phyllomyias nigrocapillus,cy,Teyrn bach penddu
Phyllomyias plumbeiceps,cy,Teyrn bach aelwyn
Phyllomyias reiseri,cy,Teyrn bach Reiser
Phyllomyias sclateri,cy,Teyrn bach Sclater
Phyllomyias urichi,cy,Urich's Tyrannulet
Phyllomyias uropygialis,cy,Teyrn bach tinwinau
Phyllomyias virescens,cy,Teyrn bach gwyrdd
Phyllomyias weedeni,cy,Yungas Tyrannulet
Phyllopalpus pulchellus,cy,Red-headed Bush Cricket
Phylloscartes beckeri,cy,Bahia Tyrannulet
Phylloscartes ceciliae,cy,Alagoas Tyrannulet
Phylloscartes difficilis,cy,Serra do Mar Bristle-Tyrant
Phylloscartes eximius,cy,Teyrn gwrychog y De
Phylloscartes flaviventris,cy,Teyrn gwrychog torfelyn
Phylloscartes flavovirens,cy,Teyrn bach melynwyrdd y Gogledd
Phylloscartes gualaquizae,cy,Teyrn gwrychog Ecwador
Phylloscartes kronei,cy,Teyrn bach Restinga
Phylloscartes lanyoni,cy,Antioquia Bristle-Tyrant
Phylloscartes nigrifrons,cy,Teyrn bach bronddu
Phylloscartes ophthalmicus,cy,Teyrn gwrychog wynebfrith
Phylloscartes oustaleti,cy,Teyrn bach Oustalet
Phylloscartes parkeri,cy,Cinnamon-faced Tyrannulet
Phylloscartes paulista,cy,Sao Paulo Bristle-Tyrant
Phylloscartes poecilotis,cy,Teyrn gwrychog amryliw
Phylloscartes roquettei,cy,Teyrn bach Minas Gerais
Phylloscartes superciliaris,cy,Teyrn bach aelgoch
Phylloscartes sylviolus,cy,Teyrn bach wynebwinau
Phylloscartes ventralis,cy,Teyrn bach bochfrych
Phylloscartes virescens,cy,Teyrn bach melynwyrdd y De
Phylloscopus affinis,cy,Telor Tickell
Phylloscopus amoenus,cy,Telor dail Kulambangra
Phylloscopus armandii,cy,Telor Milne-Edwards
Phylloscopus bonelli,cy,Telor Bonelli
Phylloscopus borealis,cy,Telor yr Arctig
Phylloscopus borealoides,cy,Telor coeswelw Japan
Phylloscopus budongoensis,cy,Telor coedwig Wganda
Phylloscopus burkii,cy,Green-crowned Warbler
Phylloscopus calciatilis,cy,Limestone Leaf Warbler
Phylloscopus canariensis,cy,Canary Islands Chiffchaff
Phylloscopus cantator,cy,Telor dail torfelyn
Phylloscopus castaniceps,cy,Gwybedog-delor penwinau
Phylloscopus cebuensis,cy,Telor dail Dubois
Phylloscopus chloronotus,cy,Telor tinwelw
Phylloscopus claudiae,cy,Claudia's Leaf Warbler
Phylloscopus collybita,cy,Siff-saff
Phylloscopus coronatus,cy,Telor coronog y Dwyrain
Phylloscopus emeiensis,cy,Emei Leaf Warbler
Phylloscopus examinandus,cy,Kamchatka Leaf Warbler
Phylloscopus forresti,cy,Sichuan Leaf Warbler
Phylloscopus fuligiventer,cy,Telor lludlwyd
Phylloscopus fuscatus,cy,Telor tywyll
Phylloscopus goodsoni,cy,Hartert's Leaf Warbler
Phylloscopus grammiceps,cy,Sunda Warbler
Phylloscopus griseolus,cy,Telor torfelyn yr Himalaia
Phylloscopus hainanus,cy,Telor dail Hainan
Phylloscopus herberti,cy,Telor coedwig penddu
Phylloscopus humei,cy,Hume's Warbler
Phylloscopus ibericus,cy,Siff-saff Iberiea
Phylloscopus ijimae,cy,Telor Ijima
Phylloscopus inornatus,cy,Telor aelfelyn
Phylloscopus intensior,cy,Davison's Leaf Warbler
Phylloscopus intermedius,cy,Gwybedog-delor sbectolog
Phylloscopus kansuensis,cy,Gansu Leaf Warbler
Phylloscopus laetus,cy,Telor coedwig wynepgoch
Phylloscopus laurae,cy,Telor coedwig Mrs Boulton
Phylloscopus maculipennis,cy,Telor wyneblwyd
Phylloscopus maforensis,cy,Numfor Leaf Warbler
Phylloscopus magnirostris,cy,Telor pigfawr
Phylloscopus makirensis,cy,Telor dail San Cristobal
Phylloscopus misoriensis,cy,Biak Leaf Warbler
Phylloscopus montis,cy,Gwybedog-delor bronfelyn
Phylloscopus neglectus,cy,Telor plaen
Phylloscopus nesophilus,cy,Sulawesi Leaf Warbler
Phylloscopus nigrorum,cy,Negros Leaf Warbler
Phylloscopus nitidus,cy,Telor gwyrdd
Phylloscopus occipitalis,cy,Telor coronog y Gorllewin
Phylloscopus ogilviegranti,cy,Kloss's Leaf Warbler
Phylloscopus olivaceus,cy,Telor dail y Philipinau
Phylloscopus omeiensis,cy,Martens's Warbler
Phylloscopus orientalis,cy,Eastern Bonelli's Warbler
Phylloscopus plumbeitarsus,cy,Telor dwyres Asia
Phylloscopus poliocephalus,cy,Telor dail yr ynysoedd
Phylloscopus poliogenys,cy,Gwybedog-delor bochlwyd
Phylloscopus presbytes,cy,Telor dail Timor
Phylloscopus proregulus,cy,Telor Pallas
Phylloscopus pulcher,cy,Telor hardd
Phylloscopus reguloides,cy,Telor coronog Blyth
Phylloscopus ricketti,cy,Telor dail aelddu
Phylloscopus rotiensis,cy,Rote Leaf Warbler
Phylloscopus ruficapilla,cy,Telor coedwig gyddf-felyn
Phylloscopus sarasinorum,cy,Telor dail Swlawesi
Phylloscopus schwarzi,cy,Telor Radde
Phylloscopus sibilatrix,cy,Telor y Coed
Phylloscopus sindianus,cy,Siff-siaff y mynydd
Phylloscopus soror,cy,Alström's Warbler
Phylloscopus subaffinis,cy,Buff-throated Warbler
Phylloscopus subviridis,cy,Telor Brooks
Phylloscopus tenellipes,cy,Telor coeswelw Asia
Phylloscopus tephrocephalus,cy,Gray-crowned Warbler
Phylloscopus trivirgatus,cy,Telor dail mynydd
Phylloscopus trochiloides,cy,Telor gwyrddlas
Phylloscopus trochilus,cy,Telor yr Helyg
Phylloscopus tytleri,cy,Telor Tytler
Phylloscopus umbrovirens,cy,Telor coedwig brown
Phylloscopus valentini,cy,Bianchi's Warbler
Phylloscopus whistleri,cy,Whistler's Warbler
Phylloscopus xanthodryas,cy,Japanese Leaf Warbler
Phylloscopus xanthoschistos,cy,Gwybedog-delor penllwyd
Phylloscopus yunnanensis,cy,Telor dail Tsieina
Phyllostomus hastatus,cy,Greater Spear-nosed Bat
Physalaemus albifrons,cy,Bahia Dwarf Frog
Physalaemus albonotatus,cy,Pale-legged Weeping Frog
Physalaemus biligonigerus,cy,Weeping Frog
Physalaemus cuvieri,cy,Cuvier’s Foam Frog
Physalaemus fernandezae,cy,Whistling Dwarf Frog
Physalaemus gracilis,cy,Graceful Dwarf Frog
Physalaemus moreirae,cy,Sorocaba Dwarf Frog
Physalaemus nanus,cy,Santa Catharina Dwarf Frog
Physalaemus olfersii,cy,Atlantic Forest Dwarf Frog
Physalaemus riograndensis,cy,Rio Grande Dwarf Frog
Physeema labyrinthica,cy,Dune Ticker Cicada
Physeter macrocephalus,cy,Morfil Sberm
Phytotoma raimondii,cy,Llysdorrwr Periw
Phytotoma rara,cy,Llysdorrwr y Gorllewin
Phytotoma rutila,cy,Llysdorrwr y Dwyrain
Piano,cy,Piano
Piaya cayana,cy,Cog wiweraidd
Piaya melanogaster,cy,Cog dorddu
Piaya mexicana,cy,Mexican Squirrel-Cuckoo
Pica asirensis,cy,Asir Magpie
Pica bottanensis,cy,Black-rumped Magpie
Pica hudsonia,cy,Black-billed Magpie
Pica mauritanica,cy,Maghreb Magpie
Pica nuttalli,cy,Yellow-billed Magpie
Pica pica,cy,Pioden
Pica serica,cy,Pica sericea
Picathartes gymnocephalus,cy,Brân foel bengoch
Picathartes oreas,cy,Brân foel wynebfelen
Picoides arcticus,cy,Cnocell gefnddu
Picoides dorsalis,cy,American Three-toed Woodpecker
Picoides tridactylus,cy,Cnocell dribys
Pictonemobius ambitiosus,cy,Ambitious Ground Cricket
Pictonemobius uliginosus,cy,Flatwoods Ground Cricket
Piculus aurulentus,cy,Cnocell aelwen
Piculus callopterus,cy,Stripe-cheeked Woodpecker
Piculus chrysochloros,cy,Cnocell eurwerdd
Piculus flavigula,cy,Cnocell yddf-felen
Piculus leucolaemus,cy,Cnocell yddfwen
Piculus litae,cy,Lita Woodpecker
Piculus simplex,cy,Rufous-winged Woodpecker
Picumnus albosquamatus,cy,Cnocellan letemog
Picumnus aurifrons,cy,Cnocellan eurdalcen
Picumnus castelnau,cy,Cnocellan fronblaen
Picumnus cinnamomeus,cy,Cnocellan winau
Picumnus cirratus,cy,Cnocellan resog
Picumnus dorbignyanus,cy,Ocellated Piculet
Picumnus exilis,cy,Cnocellan eurfraith
Picumnus fuscus,cy,Cnocellan yddfwinau
Picumnus granadensis,cy,Cnocellan lwydaidd
Picumnus innominatus,cy,Cnocellan fraith
Picumnus lafresnayi,cy,Cnocellan Lafresnaye
Picumnus limae,cy,Cnocellan gochaidd
Picumnus minutissimus,cy,Cnocellan Guyana
Picumnus nebulosus,cy,Cnocellan frech
Picumnus olivaceus,cy,Cnocellan felynwerdd
Picumnus pumilus,cy,Orinoco Piculet
Picumnus pygmaeus,cy,Cnocellan fannog
Picumnus rufiventris,cy,Cnocellan frongoch
Picumnus sclateri,cy,Cnocellan Ecwador
Picumnus spilogaster,cy,Cnocellan dorwen
Picumnus squamulatus,cy,Cnocellan gennog
Picumnus steindachneri,cy,Cnocellan fronfraith
Picumnus subtilis,cy,Cnocellan fanresog
Picumnus temminckii,cy,Ochre-collared Piculet
Picumnus varzeae,cy,Cnocellan y farsea
Picus awokera,cy,Cnocell Japan
Picus canus,cy,Cnocell benllwyd Asia
Picus chlorolophus,cy,Lesser Yellownape
Picus erythropygius,cy,Cnocell benddu
Picus puniceus,cy,Cnocell adeingoch
Picus rabieri,cy,Cnocell dorchgoch
Picus sharpei,cy,Cnocell werdd Sbaen
Picus squamatus,cy,Cnocell dorgennog
Picus vaillantii,cy,Cnocell werdd Levaillant
Picus viridanus,cy,Streak-breasted Woodpecker
Picus viridis,cy,Cnocell werdd
Picus vittatus,cy,Cnocell adeinwerdd
Picus xanthopygaeus,cy,Cnocell yddfresog
Piezorina cinerea,cy,Pila llwydaidd
Pilherodius pileatus,cy,Crëyr capanog
Piliocolobus gordonorum,cy,Udzungwa Red Colobus
Pinarochroa sordida,cy,Crec rhos y Dwyrain
Pinarocorys erythropygia,cy,Ehedydd tingoch
Pinarocorys nigricans,cy,Ehedydd tywyll
Pinaroloxias inornata,cy,Pila Ynys Cocos
Pinarornis plumosus,cy,Crec meini
Pinguinus impennis,cy,Carfil mawr
Pinicola enucleator,cy,Tewbig pinwydd
Pionites leucogaster,cy,Parot torwyn
Pionites melanocephalus,cy,Parot penddu
Pionopsitta pileata,cy,Parot talcen coch America
Pionus chalcopterus,cy,Parot adain efydd
Pionus fuscus,cy,Parot tywyll
Pionus maximiliani,cy,Parot pen cennog
Pionus menstruus,cy,Parot penlas
Pionus senilis,cy,Parot penwyn
Pionus sordidus,cy,Parot picoch
Pionus tumultuosus,cy,Parot penfrith
Pipile cujubi,cy,Gwân gyddfgoch
Pipile cumanensis,cy,Gwân gyddflas
Pipile grayi,cy,White-throated Piping-Guan
Pipile jacutinga,cy,Gwân talcenddu
Pipile pipile,cy,Trinidad Piping-Guan
Pipilo chlorurus,cy,Towhî cynffonwyrdd
Pipilo erythrophthalmus,cy,Towhî ystlysgoch
Pipilo maculatus,cy,Spotted Towhee
Pipilo naufragus,cy,Bermuda Towhee
Pipilo ocai,cy,Towhî torchog
Pipistrellus abramus,cy,Japanese Pipistrelle
Pipistrellus javanicus,cy,Javan pipistrelle
Pipistrellus kuhlii,cy,Kuhl's pipistrelle
Pipistrellus maderensis,cy,Madeira pipistrelle
Pipistrellus nathusii,cy,Ystlum Nathusius
Pipistrellus pipistrellus,cy,Ystlum lleiaf
Pipistrellus pygmaeus,cy,Ystlum lleiaf meinlais
Pipistrellus tenuis,cy,least pipistrelle
Pipra aureola,cy,Manacin pen gwaetgoch
Pipra fasciicauda,cy,Manacin cynffonresog
Pipra filicauda,cy,Manacin cynffon hirflew
Pipraeidea melanonota,cy,Tanagr bronfelynllwyd
Pipreola arcuata,cy,Cotinga rhesog
Pipreola aureopectus,cy,Cotinga eurfron
Pipreola chlorolepidota,cy,Cotinga gwddf fflamgoch
Pipreola formosa,cy,Cotinga hardd
Pipreola frontalis,cy,Cotinga gyddfgoch
Pipreola intermedia,cy,Cotinga cynffonresog
Pipreola jucunda,cy,Cotinga bronoren
Pipreola lubomirskii,cy,Cotinga bronddu
Pipreola pulchra,cy,Masked Fruiteater
Pipreola riefferii,cy,Cotinga gwyrdd a du
Pipreola whitelyi,cy,Cotinga rhesen goch
Piprites chloris,cy,Manacin adeinresog
Piprites griseiceps,cy,Manacin penfrith
Piprites pileata,cy,Manacin corunddu
Piranga bidentata,cy,Tanagr fflamgoch
Piranga erythrocephala,cy,Tanagr pengoch y Gogledd
Piranga flava,cy,Tanagr coch bochlwyd
Piranga leucoptera,cy,Tanagr y Dwyrain
Piranga ludoviciana,cy,Tanagr y Gorllewin
Piranga olivacea,cy,Tanagr coch
Piranga roseogularis,cy,Tanagr gyddfwridog
Piranga rubra,cy,Tanagr haf
Piranga rubriceps,cy,Tanagr cycyllgoch
Pitangus lictor,cy,Ciscadî bach
Pitangus sulphuratus,cy,Ciscadî mawr
Pithecia chrysocephala,cy,Golden-faced Saki
Pithecia irrorata,cy,Gray's Bald-faced Saki
Pithecia milleri,cy,Miller's Saki
Pithecia monachus,cy,Monk Saki
Pithecia napensis,cy,Napo Saki
Pithecophaga jefferyi,cy,Eryr y Philipinau
Pithys albifrons,cy,Aderyn morgrug pluog
Pithys castaneus,cy,Aderyn morgrug mygydog
Pitohui cerviniventris,cy,Raja Ampat Pitohui
Pitohui dichrous,cy,Pitohwi penddu
Pitohui kirhocephalus,cy,Pitohwi amryliw
Pitohui uropygialis,cy,Southern Variable Pitohui
Pitta abbotti,cy,Nicobar Hooded Pitta
Pitta anerythra,cy,Pita wynebddu
Pitta angolensis,cy,Pita Affrica
Pitta brachyura,cy,Pita adeinlas
Pitta concinna,cy,Ornate Pitta
Pitta elegans,cy,Pita cain
Pitta forsteni,cy,Minahasa Hooded Pitta
Pitta iris,cy,Pita seithliw
Pitta maxima,cy,Pita bronwyn
Pitta megarhyncha,cy,Mangrove Pitta
Pitta moluccensis,cy,Pita Molwcaidd
Pitta novaeguineae,cy,Eastern Hooded Pitta
Pitta nympha,cy,Pita aeliog
Pitta reichenowi,cy,Pita bronwyrdd
Pitta rosenbergii,cy,Biak Hooded Pitta
Pitta sordida,cy,Pita cycyllog
Pitta steerii,cy,Pita cefnwyrdd
Pitta superba,cy,Pita gwych
Pitta versicolor,cy,Pita swnllyd
Pitta vigorsii,cy,Banda Sea Pitta
Pittasoma michleri,cy,Pita morgrug penddu
Pittasoma rufopileatum,cy,Pita morgrug mygydog
Pituophis catenifer,cy,Gopher Snake
Pityriasis gymnocephala,cy,Cigydd gwrychog
Planopleura kaempferi,cy,Kaempfer Cicada
Planopleura takasagona,cy,Planopleura takasagona
Platalea ajaja,cy,Llwybig gwridog
Platalea alba,cy,Llwybig Affrica
Platalea flavipes,cy,Llwybig pigfelyn
Platalea leucorodia,cy,Llwybig
Platalea minor,cy,Llwybig wynebddu
Platalea regia,cy,Llwybig brenhinol
Platycercus adscitus,cy,Rosela penwyn
Platycercus caledonicus,cy,Rosela gwyrdd
Platycercus elegans,cy,Rosela Adelaide
Platycercus eximius,cy,Rosela’r dwyrain
Platycercus icterotis,cy,Rosela’r Gorllewin
Platycercus venustus,cy,Rosela’r Gogledd
Platycleis affinis,cy,Tuberous Bush-cricket
Platycleis albopunctata,cy,Grey Bush-cricket
Platycleis falx,cy,Falcate Grey Bush-cricket
Platycleis grisea,cy,Eastern Grey Bush-cricket
Platycleis intermedia,cy,Intermediate Grey Bush-cricket
Platycleis sabulosa,cy,Platycleis sabulosa
Platylomia strongata,cy,Platylomia strongata
Platylophus galericulatus,cy,Cigydd-sgrech gribog
Platypedia minor,cy,Minor Cicada
Platypedia putnami,cy,Putnam's Cicada
Platypedia similis,cy,Platypedia similis
Platypedia sylvesteri,cy,Platypedia sylvesteri
Platypedia vanduzeei,cy,Platypedia vanduzeei
Platyplectrum ornatum,cy,Ornate Burrowing Frog
Platypleura fulvigera,cy,Platypleura fulvigera
Platypleura octoguttata,cy,Platypleura octoguttata
Platyrinchus cancrominus,cy,Llydanbig cwta
Platyrinchus coronatus,cy,Llydanbig cribfelyn
Platyrinchus flavigularis,cy,Llydanbig gyddf-felyn
Platyrinchus leucoryphus,cy,Llydanbig adeingoch
Platyrinchus mystaceus,cy,Llydanbig gyddfwyn
Platyrinchus platyrhynchos,cy,Llydanbig cribwyn
Platyrinchus saturatus,cy,Llydanbig cribgoch
Platysmurus aterrimus,cy,Bornean Black Magpie
Platysmurus leucopterus,cy,Pioden adeinwen y De
Platyspiza crassirostris,cy,Pila coed llysieuol
Platysteira albifrons,cy,Llygad-dagell talcengoch
Platysteira blissetti,cy,Llygad-dagell bochgoch
Platysteira castanea,cy,Chestnut Wattle-eye
Platysteira chalybea,cy,Llygad-dagell gyddfddu
Platysteira concreta,cy,Llygad-dagell torfelyn
Platysteira cyanea,cy,Llygad-dagell gyddf-frown
Platysteira jamesoni,cy,Llygad-dagell Jameson
Platysteira laticincta,cy,Llygad-dagell Bamenda
Platysteira peltata,cy,Llygad-dagell torchog
Plecotus auritus,cy,Ystlum hirglust
Plecotus austriacus,cy,Ystlum hirglust llwyd
Plecotus gaisleri,cy,Gaisler's long-eared bat
Plecotus kolombatovici,cy,Kolombatovic's long-eared bat
Plecotus macrobullaris,cy,Mountain Long-eared Bat
Plecotus ognevi,cy,Ognev's Long-eared Bat
Plectorhyncha lanceolata,cy,Melysor gwar-resog
Plectrophenax hyperboreus,cy,Bras McKay
Plectrophenax nivalis,cy,Bras yr Eira
Plectropterus gambensis,cy,Gŵydd adeinbigog
Plecturocebus aureipalatii,cy,Madidi Titi
Plecturocebus brunneus,cy,Brown Titi
Plecturocebus caligatus,cy,Booted Titi
Plecturocebus caquetensis,cy,Red-bearded Titi
Plecturocebus cupreus,cy,Coppery Titi
Plecturocebus discolor,cy,White-tailed Titi
Plecturocebus donacophilus,cy,Bolivian Gray Titi
Plecturocebus hoffmannsi,cy,Hoffmanns's Titi
Plecturocebus moloch,cy,Red-bellied Titi
Plecturocebus oenanthe,cy,Rio Mayo Titi
Plecturocebus ornatus,cy,Ornate Titi
Plecturocebus pallescens,cy,Pale Titi
Plecturocebus toppini,cy,Toppin's Titi
Plegadis chihi,cy,Ibis wynepwyn
Plegadis falcinellus,cy,Ibis du
Plegadis ridgwayi,cy,Ibis pwna
Plesiodryas albonotata,cy,Black-throated Robin
Pleurodema thaul,cy,Chilean Four-eyed Frog
Plocealauda affinis,cy,Mirafra affinis
Plocealauda assamica,cy,Bengal Bushlark
Plocealauda erythrocephala,cy,Indochinese Bushlark
Plocealauda erythroptera,cy,Indian Bushlark
Plocealauda microptera,cy,Burmese Bushlark
Plocepasser donaldsoni,cy,Golfanwehydd Donaldson-Smith
Plocepasser mahali,cy,Golfanwehydd aelwyn
Plocepasser rufoscapulatus,cy,Golfanwehydd mantellog
Plocepasser superciliosus,cy,Golfanwehydd penwinau
Ploceus albinucha,cy,Gwehydd du Maxwell
Ploceus alienus,cy,Gwehydd mynydd
Ploceus angolensis,cy,Gwehydd adeinfrith
Ploceus aurantius,cy,Gwehydd oren
Ploceus aureonucha,cy,Gwehydd eurwar
Ploceus badius,cy,Gwehydd gwinau’r Gogledd
Ploceus baglafecht,cy,Gwehydd baglafecht
Ploceus bannermani,cy,Gwehydd Bannerman
Ploceus batesi,cy,Gwehydd Bates
Ploceus benghalensis,cy,Gwehydd Bengal
Ploceus bertrandi,cy,Gwehydd Bertrand
Ploceus bicolor,cy,Gwehydd deuliw
Ploceus bojeri,cy,Gwehydd palmwydd
Ploceus brachypterus,cy,Olive-naped Weaver
Ploceus burnieri,cy,Gwehydd Kilombero
Ploceus capensis,cy,Gwehydd y Penrhyn
Ploceus castaneiceps,cy,Gwehydd Taveta
Ploceus castaneofuscus,cy,Chestnut-and-black Weaver
Ploceus castanops,cy,Gwehydd gyddf-frown y Gogledd
Ploceus cucullatus,cy,Gwehydd Pentref
Ploceus dichrocephalus,cy,Gwehydd Juba
Ploceus dorsomaculatus,cy,Gwehydd corun melyn
Ploceus flavipes,cy,Malimbe melyngoes
Ploceus galbula,cy,Gwehydd Rüppell
Ploceus golandi,cy,Gwehydd Clarke
Ploceus grandis,cy,Gwehydd mawr
Ploceus heuglini,cy,Gwehydd mygydog Heuglin
Ploceus holoxanthus,cy,Ruvu Weaver
Ploceus hypoxanthus,cy,Gwehydd euraid Asia
Ploceus insignis,cy,Gwehydd corun brown
Ploceus intermedius,cy,Gwehydd mygydog bach
Ploceus jacksoni,cy,Gwehydd eurgefn y Dwyrain
Ploceus katangae,cy,Gwehydd mygydog Katanga
Ploceus luteolus,cy,Gwehydd mygydog coraidd
Ploceus manyar,cy,Gwehydd rhesog
Ploceus megarhynchus,cy,Gwehydd yr Himalaia
Ploceus melanocephalus,cy,Gwehydd penddu
Ploceus melanogaster,cy,Gwehydd pigddu
Ploceus nelicourvi,cy,Gwehydd Madagasgar
Ploceus nicolli,cy,Gwehydd Usambara
Ploceus nigerrimus,cy,Gwehydd du
Ploceus nigricollis,cy,Gwehydd gyddfddu
Ploceus nigrimentus,cy,Gwehydd genddu mawr
Ploceus ocularis,cy,Gwehydd sbectolog
Ploceus olivaceiceps,cy,Gwehydd penfelynwyrdd
Ploceus pelzelni,cy,Gwehydd mygydog pigfain
Ploceus philippinus,cy,Gwehydd bochddu
Ploceus preussi,cy,Gwehydd eurgefn y Gorllewin
Ploceus princeps,cy,Gwehydd Principé
Ploceus reichardi,cy,Gwehydd mygydog Tanzania
Ploceus rubiginosus,cy,Gwehydd gwinau’r De
Ploceus ruweti,cy,Gwehydd mygydog Lufira
Ploceus sakalava,cy,Sakalava Weaver
Ploceus sanctithomae,cy,Gwehydd Saõ Tomé
Ploceus spekei,cy,Gwehydd mygydog Speke
Ploceus spekeoides,cy,Gwehydd mygydog Fox
Ploceus subaureus,cy,Gwehydd euraid
Ploceus subpersonatus,cy,Gwehydd Loango
Ploceus taeniopterus,cy,Gwehydd mygydog y Gogledd
Ploceus temporalis,cy,Gwehydd Bocage
Ploceus tricolor,cy,Gwehydd trilliw
Ploceus velatus,cy,Gwehydd mygydog
Ploceus vitellinus,cy,Gwehydd mygydog melyngoch
Ploceus weynsi,cy,Gwehydd Weyns
Ploceus xanthops,cy,Gwehydd euraid Holub
Ploceus xanthopterus,cy,Gwehydd gyddf-frown y De
Plucked_string_instrument,cy,Offeryn llinynnol pluo
Pluvialis apricaria,cy,Cwtiad aur
Pluvialis dominica,cy,Corgwtiad Aur
Pluvialis fulva,cy,Corgwtiad aur y Môr Tawel
Pluvialis squatarola,cy,Cwtiad Llwyd
Pluvianellus socialis,cy,Cwtiad Magellan
Pluvianus aegyptius,cy,Rhedwr yr Aifft
Pnoepyga albiventer,cy,Drywbreblyn bron gennog
Pnoepyga formosana,cy,Taiwan Cupwing
Pnoepyga immaculata,cy,Drywbreblyn Nepal
Pnoepyga pusilla,cy,Drywbreblyn bychan
Podargus ocellatus,cy,Troellwr llydanbig manfrech
Podargus papuensis,cy,Troellwr llydanbig Papwa
Podargus strigoides,cy,Troellwr llydanbig Awstralia
Podica senegalensis,cy,Aderyn asgelldroed Affrica
Podiceps andinus,cy,Gwyach Colombia
Podiceps auritus,cy,Gwyach gorniog
Podiceps cristatus,cy,Gwyach Fawr Gopog
Podiceps gallardoi,cy,Gwyach gycyllog
Podiceps grisegena,cy,Gwyach yddfgoch
Podiceps major,cy,Gwyach fawr
Podiceps nigricollis,cy,Gwyach yddfddu
Podiceps occipitalis,cy,Gwyach ariannaidd
Podiceps taczanowskii,cy,Gwyach pwna
Podilymbus gigas,cy,Gwyach Atitlan
Podilymbus podiceps,cy,Gwyach ylfinfraith
Podoces biddulphi,cy,Sgrech ddaear Biddulph
Podoces hendersoni,cy,Sgrech ddaear Henderson
Podoces panderi,cy,Sgrech ddaear Pander
Podoces pleskei,cy,Sgrech ddaear Pleske
Poecile atricapillus,cy,Black-capped Chickadee
Poecile carolinensis,cy,Carolina Chickadee
Poecile cinctus,cy,Gray-headed Chickadee
Poecile davidi,cy,Pere David's Tit
Poecile gambeli,cy,Tsicadî mynydd
Poecile hudsonicus,cy,Tsicadî’r Gogledd
Poecile hypermelaenus,cy,Black-bibbed Tit
